,M10,M12,M14,M15,M16,M17,M18,M19,M2,M20,M21,M23,M24,M25,M26,M27,M28,M29,M3,M30,M31,M33,M35,M36,M37,M38,M39,M4,M40,M41,M43,M44,M45,M46,M47,M48,M5,M6,M7,M8,M9,P10,P12,P14,P15,P16,P17,P18,P19,P2,P20,P21,P23,P24,P25,P26,P27,P28,P29,P3,P30,P31,P33,P35,P36,P37,P38,P39,P4,P40,P41,P43,P44,P45,P46,P47,P48,P5,P6,P7,P8,P9
9.915,0,0,0,0,0,0,0,0,0,0,0,6749380.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7928360.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7466188.614,0,0,0,0,0,0,0,2148777.552
9.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3931357.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2240256.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28536205.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142119.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19366543.78,0,0,0,0,0,3955590.032,0,0
10.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144339.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608162.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041656.922,0,0,0,0,0,0,0,0,783957.958,0,0,0,0,0,0,0,0,0
10.32285714,0,0,0,0,0,0,897600.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2145983.197,0,0,1364234.252,0,0,0,0,0,0,0,0,0,0,1825475.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1417300.324,0,0,0,0,1818809.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1356739.971,0,0,0
10.471875,0,0,0,0,0,0,0,0,0,0,2468374.609,9061381.968,0,0,1572583.188,0,0,0,0,0,0,0,0,0,0,2543748.285,0,0,0,0,0,0,0,0,0,0,1493015.628,2609281.667,4877911.442,0,0,0,6844349.197,0,0,0,0,0,6006768.418,0,0,0,12798175.82,0,0,0,0,0,0,1739107.807,0,0,0,0,1500200.205,0,1173505.76,0,1567912.566,0,0,0,0,0,0,0,0,1162507.185,0,0,0,2876289.056
10.59333333,0,0,0,0,0,0,0,0,1612797.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003113.033,0,0,0,0,0,1990821.591
10.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3194776.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5281331.155,0,0,5110644.773,0,0,0,0,0,1386462.186,0,0,0,0,0,1704184.117
10.75428571,0,0,0,0,0,0,0,0,5323787.323,0,0,5927191.291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3416889.323,0,0,0,0,0,0,0,0,0,0,0,5609658.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17811266.99,0,2024101.137,0,0,0,0,0,4043248.009
11.04931818,0,0,0,0,0,0,0,0,7193060.094,0,0,4589530.089,0,0,0,0,0,0,3199573.53,0,0,0,0,0,0,0,0,0,2585885.212,0,0,0,3788107.013,0,0,0,0,0,0,0,2518384.283,0,3479618.036,0,0,3523337.62,0,0,0,0,0,0,3178067.052,0,0,0,0,0,0,1851162.887,1115793.767,0,2740492.615,0,0,2984609.157,1991801.063,0,2357381.279,0,0,1836814.604,2109245.365,0,0,3255907.936,0,2268734.058,0,3664385.483,2305321.589,7663325.683
11.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755625.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132404.166,0,0,0,0,0,0
11.23666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566574.242,173758765.4,0,0,0,0,0,0,1036286.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.81888889,2981516.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3114442.406,0,2606402.766,0,0,0,0,1204016.834,0,4762219.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4847539.743,6259389.41,0,0,0,0,0,0,0,911817.221,0,0,0,0,0,5906409.302,0,0,0,0,0,0
11.84727273,0,0,0,0,1214328.453,0,1692229.667,0,0,0,0,16463308.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1499091.539,0,0,0,0,0,0,0,4311918.561,3250602.684,0,0,3613288.405,0,0,0,7409115.635,0,0,0,0,0,0,17479635.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7368266.827,12293462.81,0,0,0,0,0,0,0
11.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1185931.229,0,0,0,0,0,0,988809.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.39733333,0,0,0,0,0,0,0,9743618.948,4969769.302,0,0,6026667.247,6666146.911,0,0,0,0,3690220.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2341869.681,0,2696707.907,0,0,0,0,0,0,0,0,0,7622159.033,0,0,2826696.071,0,0,0,11836397.85,3834474.455,0,0,0,0,4593365.157,0,0,0,14846905.46,0,0,0,0,0,0,0,0,0,0,4816907.826,0,0,2930227.629,0,0,0,0,0
12.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4995410.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2964618.452,0,0,0,0,0,0,0,0
12.66740741,0,0,0,0,0,0,0,3826032.968,2736089.08,0,0,7061733.718,4665106.958,0,0,0,0,2512374.265,0,0,3491482.292,0,3545336.971,0,0,0,0,0,0,1499324.047,0,0,9396674.97,4099705.413,0,0,0,1747958.072,0,0,0,0,0,0,2018983.666,6698778.488,0,0,0,0,0,3534151.532,5288549.899,2435334.824,0,0,0,0,0,0,2041641.39,2144899.095,10131299.07,2082510.872,1343812.24,2730462.996,3010731.544,3669085.086,0,0,0,0,0,14572631.7,3462703.389,1304872.151,0,0,0,0,0,0
12.72882353,0,0,0,0,0,0,0,0,2458456.861,0,0,0,1501155.964,0,0,0,0,1717827.847,0,0,2169553.449,0,0,0,0,0,0,0,0,0,0,0,2057858.523,1637625.781,0,0,0,0,0,0,0,0,3414251.388,0,0,5166594.128,0,0,0,0,0,0,4851301.563,0,0,0,0,0,0,0,0,2916505.541,3966722.817,1061716.362,911778.662,0,0,5076909.122,0,0,0,1242873.439,0,0,3796685.252,1194347.281,0,0,0,0,0,0
12.79166667,0,0,0,0,0,0,0,4336467.386,2429313.007,0,0,4456209.976,2449631.421,0,0,0,0,0,0,0,2451194.039,0,0,0,0,0,0,0,0,0,0,0,4079026.08,2409223.031,0,0,0,0,0,0,0,0,0,0,0,4553783.278,0,0,0,0,0,0,5478623.099,0,0,0,0,0,0,0,0,0,6076142.766,0,0,0,0,0,0,0,0,0,0,3522571.277,1727793.239,0,0,0,0,0,0,0
